merchant_id,industry,tier,region,plan,tenure_months,avg_monthly_txn,avg_ticket_size,monthly_revenue,days_since_last_txn,revenue_trend_pct,support_tickets_90d,avg_resolution_hours,satisfaction_score,failed_payments_90d,account_manager_calls_90d,features_adopted,integration_active,churned
M100764,Travel,Small,South,Plus,52,45,63.95,2877.75,11,-29.2,0,11.9,8.4,2,3,6,1,0
M100765,Retail,Medium,East,Premium,46,144,88.81,12788.64,17,-0.6,1,23.5,8.5,5,0,8,1,0
M100766,Retail,Small,South,Premium,43,37,113.02,4181.74,11,1.6,4,15.7,9.2,0,0,1,1,1
M100767,Retail,Small,West,Standard,51,55,70.28,3865.4,9,-6.9,1,27.8,4.3,1,1,5,0,1
M100768,Retail,Medium,East,Plus,23,142,52.41,7442.22,9,-18.6,1,5.9,7.2,0,3,6,1,1
M100769,Services,Medium,North,Standard,53,151,33.14,5004.14,26,-31.2,2,2.9,8.6,0,1,6,0,1
M100770,Retail,Enterprise,North,Standard,53,1171,99.98,117076.58,31,35.4,1,4.3,5.6,0,1,1,1,0
M100771,Services,Enterprise,West,Standard,14,2532,61.09,154679.88,9,19.3,1,9.4,5.0,2,0,2,0,1
M100772,Services,Medium,East,Premium,5,174,18.310000000000002,3185.94,31,3.8,2,16.3,6.7,0,2,8,1,1
M100773,eCommerce,Medium,South,Plus,31,262,140.1,36706.2,11,-11.3,0,6.2,6.6,1,0,3,0,1
M100774,Retail,Medium,North,Standard,45,241,26.87,6475.67,5,10.9,4,16.7,6.5,3,2,2,1,0
M100775,Travel,Small,North,Standard,51,33,89.72,2960.76,20,7.5,3,19.6,5.9,2,2,2,1,1
M100776,Services,Medium,West,Standard,9,233,58.37,13600.21,16,-5.8,3,8.6,10.0,2,3,2,1,0
M100777,Retail,Small,West,Plus,23,34,19.1,649.4,20,11.6,1,6.3,6.5,0,0,5,0,0
M100778,eCommerce,Medium,South,Premium,46,194,49.1,9525.4,20,14.3,2,4.8,8.3,0,2,5,1,0
M100779,Travel,Enterprise,North,Standard,4,671,43.47,29168.37,19,18.1,0,26.6,7.1,0,1,8,0,0
M100780,Retail,Small,South,Standard,43,40,21.68,867.2,15,-16.5,1,28.2,3.5,0,3,4,1,0
M100781,Travel,Medium,North,Plus,18,301,66.64,20058.64,30,12.5,2,14.2,9.2,0,2,1,0,1
M100782,Food & Beverage,Enterprise,East,Standard,2,1224,82.95,101530.8,24,28.9,5,9.3,8.1,3,0,5,1,0
M100783,Services,Small,East,Plus,15,59,51.0,3009.0,11,9.5,2,32.7,6.2,1,0,4,1,1
M100784,Health,Small,West,Standard,44,49,42.83,2098.67,11,51.6,0,5.1,9.0,0,0,3,0,0
M100785,Food & Beverage,Enterprise,South,Standard,52,1175,69.42,81568.5,3,-1.0,2,5.0,7.3,2,0,6,1,0
M100786,eCommerce,Enterprise,North,Standard,5,963,9.89,9524.07,4,-34.8,2,7.4,8.6,2,4,8,1,0
M100787,Food & Beverage,Small,North,Premium,28,34,40.16,1365.44,14,-15.7,4,9.2,4.1,3,0,4,1,1
M100788,eCommerce,Small,South,Standard,12,24,41.85,1004.4,28,-11.7,0,3.5,8.7,2,0,6,1,1
M100789,Services,Medium,East,Standard,41,200,51.91,10382.0,8,15.3,5,12.1,7.3,1,1,5,0,0
M100790,Retail,Small,North,Plus,47,42,20.91,878.22,25,21.3,1,12.3,7.3,2,0,6,1,1
M100791,Food & Beverage,Small,West,Premium,57,73,15.59,1138.07,18,6.0,5,24.3,5.0,1,0,4,1,1
M100792,Food & Beverage,Small,South,Standard,21,48,28.36,1361.28,8,9.4,1,9.9,6.8,2,2,3,0,1
M100793,Retail,Small,West,Standard,18,30,66.08,1982.4,16,45.1,4,13.6,6.5,1,0,5,1,0
M100794,Retail,Medium,South,Plus,19,133,41.45,5512.85,16,-15.3,1,9.7,5.3,1,0,4,1,1
M100795,Food & Beverage,Medium,North,Standard,45,205,28.25,5791.25,8,1.4,2,5.0,7.9,0,1,1,0,0
M100796,Retail,Medium,North,Plus,27,292,128.29000000000002,37460.68,24,-7.0,3,21.5,9.0,0,0,6,1,1
M100797,Retail,Medium,East,Standard,2,204,42.81,8733.24,30,-22.8,3,26.0,4.0,1,0,5,1,1
M100798,eCommerce,Small,East,Standard,56,48,52.09,2500.32,12,-41.5,2,31.7,6.8,0,1,5,1,1
M100799,eCommerce,Small,West,Standard,7,38,99.16,3768.08,6,31.5,0,7.7,6.5,1,3,5,1,0
M100800,eCommerce,Small,West,Plus,55,51,56.3,2871.3,31,-13.8,2,30.5,5.2,0,2,8,1,0
M100801,Food & Beverage,Small,North,Standard,10,23,69.04,1587.92,4,-2.5,1,20.8,6.7,0,0,2,1,1
M100802,Travel,Small,South,Standard,32,70,32.22,2255.4,19,12.5,1,4.9,7.5,0,3,1,0,0
M100803,Services,Small,North,Standard,19,27,53.65,1448.55,7,-23.2,1,6.3,7.6,1,1,5,1,1
M100804,Retail,Small,North,Plus,41,53,119.47,6331.91,5,-15.4,2,13.7,5.1,1,1,7,1,0
M100805,Retail,Small,North,Standard,24,36,64.33,2315.88,10,2.5,1,10.0,8.8,0,1,4,1,1
M100806,eCommerce,Medium,North,Plus,22,211,59.35,12522.85,16,-6.6,1,4.3,7.5,1,1,4,0,1
M100807,Retail,Medium,East,Plus,29,202,45.2,9130.4,6,-25.1,1,12.5,7.9,1,1,5,1,0
M100808,Services,Enterprise,North,Standard,58,1312,24.12,31645.44,5,16.4,0,11.5,9.0,1,0,3,0,0
M100809,Health,Medium,North,Premium,15,258,93.42,24102.36,3,-7.2,3,23.0,3.4,0,1,5,1,0
M100810,Retail,Medium,North,Premium,13,319,49.83,15895.77,43,6.0,1,7.8,8.2,1,2,8,1,1
M100811,Retail,Small,East,Standard,4,65,34.86,2265.9,20,4.3,2,7.7,7.0,3,1,4,0,1
M100812,Health,Medium,East,Standard,44,247,22.66,5597.02,8,24.3,3,6.0,8.9,1,0,4,1,0
M100813,Services,Small,West,Standard,40,73,61.03,4455.19,21,10.8,2,15.3,5.6,0,0,7,1,1
M100814,Retail,Small,North,Standard,36,41,26.36,1080.76,16,-16.0,1,13.0,8.4,0,0,6,0,1
M100815,Travel,Small,North,Plus,2,58,93.87,5444.46,26,28.6,1,33.2,4.3,0,3,3,0,1
M100816,Travel,Small,South,Premium,47,46,36.04,1657.84,13,-7.4,2,20.9,7.2,0,1,5,1,0
M100817,Services,Small,East,Premium,48,33,54.3,1791.9,29,-14.9,3,10.3,7.5,1,0,4,1,0
M100818,Services,Medium,North,Standard,56,234,63.64,14891.76,9,-18.2,4,15.5,6.6,0,1,4,0,1
M100819,Retail,Medium,North,Standard,55,262,59.69,15638.78,18,-48.6,4,7.8,5.6,0,2,4,0,1
M100820,Retail,Medium,South,Standard,16,218,83.1,18115.8,28,-10.4,1,8.8,6.6,1,0,1,0,1
M100821,Services,Medium,North,Plus,42,254,37.94,9636.76,19,11.7,1,13.4,8.4,0,1,4,1,0
M100822,Food & Beverage,Small,South,Standard,24,54,52.29,2823.66,52,-27.0,2,35.5,8.2,2,1,3,1,1
M100823,Services,Small,West,Premium,36,40,71.1,2844.0,25,40.6,5,10.4,10.0,3,0,7,1,0
M100824,eCommerce,Medium,East,Premium,20,79,113.25,8946.75,21,-46.3,4,30.8,6.9,0,1,6,0,1
M100825,Retail,Small,South,Standard,39,72,79.91,5753.52,12,-14.2,3,16.4,7.2,1,2,6,1,1
M100826,Services,Small,South,Plus,57,36,88.07,3170.52,18,-29.7,1,19.4,7.3,0,1,3,1,0
M100827,Retail,Small,West,Plus,39,30,43.42,1302.6,35,23.2,1,11.6,10.0,0,1,1,0,1
M100828,Travel,Enterprise,East,Plus,55,810,64.31,52091.1,10,17.4,0,5.7,8.1,1,1,4,1,0
M100829,Retail,Medium,East,Standard,55,196,104.41,20464.36,7,-2.9,0,25.0,6.5,0,3,4,1,0
M100830,Services,Small,West,Standard,8,33,50.85,1678.05,11,-28.3,3,10.8,6.6,1,2,4,1,1
M100831,Services,Medium,North,Plus,57,170,64.52000000000001,10968.4,10,-23.4,1,18.6,6.4,0,0,1,1,0
M100832,Food & Beverage,Small,North,Standard,49,32,19.740000000000002,631.68,23,8.5,0,3.3,8.1,2,1,2,0,1
M100833,Services,Small,South,Plus,26,48,74.85,3592.8,48,-11.9,0,4.2,6.2,0,0,6,1,1
M100834,eCommerce,Small,South,Standard,36,81,59.0,4779.0,4,-9.4,1,2.6,6.5,2,1,8,1,0
M100835,Services,Small,North,Plus,37,53,72.18,3825.54,16,1.4,2,11.9,6.9,0,0,8,0,1
M100836,eCommerce,Medium,North,Plus,47,326,44.0,14344.0,6,-6.1,2,15.2,6.1,1,0,5,1,0
M100837,Health,Small,West,Standard,48,35,17.15,600.25,20,-35.5,4,15.5,7.8,1,2,5,0,0
M100838,Food & Beverage,Medium,East,Standard,7,228,76.77,17503.56,22,-26.3,5,8.4,8.3,0,0,5,1,1
M100839,Services,Small,East,Plus,1,46,34.68,1595.28,10,-25.7,2,6.6,7.7,2,0,4,1,1
M100840,Retail,Medium,North,Standard,15,175,20.990000000000002,3673.25,23,-13.0,1,19.2,7.4,0,2,3,1,1
M100841,eCommerce,Medium,South,Plus,32,190,56.8,10792.0,9,5.0,3,10.1,7.3,2,2,1,1,1
M100842,Services,Medium,East,Plus,51,297,121.2,35996.4,9,4.1,2,13.5,1.0,1,3,1,0,0
M100843,Food & Beverage,Medium,East,Standard,39,322,31.78,10233.16,8,29.1,0,6.1,5.9,1,1,3,0,0
M100844,Retail,Enterprise,East,Premium,9,1229,35.489999999999995,43617.21,11,-28.0,2,18.9,7.8,0,0,3,1,0
M100845,Travel,Small,East,Plus,43,26,78.86,2050.36,15,9.7,2,8.6,5.8,0,1,5,1,0
M100846,Food & Beverage,Medium,South,Plus,28,198,46.31,9169.38,14,-14.3,1,10.1,8.5,0,0,8,0,0
M100847,eCommerce,Medium,West,Standard,22,133,76.63,10191.79,17,46.5,2,23.8,7.9,0,1,8,1,0
M100848,Retail,Small,South,Standard,46,41,44.94,1842.54,23,0.7,2,13.2,6.5,0,2,2,1,1
M100849,Health,Small,North,Standard,18,44,41.01,1804.44,18,-9.4,3,8.3,6.2,1,2,5,1,0
M100850,Retail,Small,West,Premium,37,36,32.67,1176.12,42,9.0,2,17.0,6.8,1,0,5,1,1
M100851,Retail,Small,North,Premium,11,44,61.86,2721.84,16,7.3,3,6.0,7.2,0,2,8,1,0
M100852,Travel,Small,South,Plus,23,46,32.55,1497.3,26,-5.4,2,6.9,8.3,0,0,4,1,1
M100853,Travel,Small,North,Standard,33,44,39.64,1744.16,3,16.1,1,3.8,3.7,1,2,3,0,0
M100854,Retail,Medium,North,Plus,37,144,93.05,13399.2,17,36.2,0,16.8,5.6,3,1,7,0,1
M100855,Food & Beverage,Small,South,Plus,55,37,149.42,5528.54,14,23.2,2,16.3,5.2,1,1,1,1,0
M100856,eCommerce,Medium,North,Plus,18,254,66.15,16802.1,13,-0.3,0,15.5,2.8,1,0,1,1,0
M100857,Travel,Small,South,Standard,53,70,95.01,6650.7,34,42.1,1,13.5,6.1,1,0,6,0,0
M100858,Food & Beverage,Medium,West,Premium,49,200,42.32,8464.0,53,13.6,3,28.3,3.8,1,2,3,1,1
M100859,Services,Small,North,Standard,22,49,45.53,2230.97,23,-21.1,0,12.1,6.4,0,0,2,0,1
M100860,eCommerce,Small,West,Standard,9,54,58.26,3146.04,3,4.2,2,8.9,6.4,1,0,7,1,0
M100861,eCommerce,Small,South,Premium,16,37,34.980000000000004,1294.26,10,-1.8,2,7.3,8.0,1,0,2,1,0
M100862,eCommerce,Medium,East,Standard,39,329,40.69,13387.01,4,-8.9,2,14.4,6.5,1,2,1,1,1
M100863,Services,Small,South,Standard,47,61,75.22,4588.42,17,9.9,1,24.5,3.7,0,1,1,0,0
M100864,Retail,Enterprise,South,Plus,37,1945,52.96,103007.2,21,-38.3,3,6.8,7.8,0,0,8,0,1
M100865,Travel,Small,North,Premium,43,47,48.22,2266.34,3,38.3,4,20.0,10.0,1,2,5,1,0
M100866,Travel,Medium,East,Standard,6,503,46.93,23605.79,39,16.5,1,10.1,8.8,0,4,1,1,0
M100867,eCommerce,Small,West,Plus,30,32,28.48,911.36,5,-37.5,1,22.1,7.6,0,0,2,1,1
M100868,Retail,Medium,East,Standard,52,463,57.08,26428.04,20,16.2,4,6.8,6.9,0,0,3,1,1
M100869,Retail,Small,East,Standard,23,52,34.989999999999995,1819.48,38,12.8,2,34.5,5.1,2,2,8,0,1
M100870,eCommerce,Small,East,Standard,54,64,19.619999999999997,1255.68,17,35.2,1,10.0,6.2,0,0,5,1,1
M100871,Retail,Small,South,Plus,8,36,26.23,944.28,8,40.9,2,4.0,7.8,1,0,7,1,1
M100872,Health,Small,North,Standard,58,54,47.42,2560.68,8,44.6,1,4.3,5.6,0,1,4,1,0
M100873,Food & Beverage,Small,East,Standard,47,66,71.92,4746.72,18,-3.1,2,37.6,6.1,1,1,6,1,1
M100874,eCommerce,Enterprise,West,Plus,37,820,82.23,67428.6,26,14.9,3,18.8,5.6,0,1,1,1,0
M100875,Travel,Small,South,Plus,37,38,22.79,866.02,20,-7.6,3,11.6,4.3,1,3,3,1,1
M100876,Food & Beverage,Small,West,Plus,56,19,68.09,1293.71,8,24.5,1,41.8,4.4,1,4,4,0,1
M100877,Food & Beverage,Enterprise,West,Premium,23,1127,125.18,141077.86,13,-44.6,4,16.5,8.8,3,3,1,0,1
M100878,Services,Small,North,Standard,10,30,84.47,2534.1,7,-25.1,4,24.8,6.6,1,4,3,0,1
M100879,Services,Small,East,Standard,55,37,55.89,2067.93,7,-6.5,2,6.6,1.6,0,0,6,1,1
M100880,Food & Beverage,Medium,East,Standard,7,612,58.4,35740.8,6,1.7,3,11.3,6.0,1,0,6,0,1
M100881,Services,Enterprise,South,Plus,39,2189,55.02,120438.78,11,6.6,1,12.8,8.4,1,0,1,1,1
M100882,Health,Medium,East,Standard,16,133,39.06,5194.98,15,31.0,0,7.0,6.8,0,2,3,1,0
M100883,Food & Beverage,Small,West,Standard,55,49,86.67,4246.83,16,-11.3,4,29.3,7.0,0,1,4,1,1
M100884,Retail,Enterprise,East,Standard,58,1587,29.88,47419.56,19,-25.4,1,16.1,6.2,0,0,3,1,0
M100885,Food & Beverage,Small,West,Standard,28,36,57.49,2069.64,8,-5.5,0,3.1,7.7,0,0,1,1,0
M100886,Food & Beverage,Enterprise,West,Premium,32,1277,19.42,24799.34,15,-10.3,1,9.6,7.2,0,2,1,1,1
M100887,Retail,Medium,West,Plus,27,242,90.94,22007.48,16,15.2,1,6.2,6.3,1,1,5,0,1
M100888,Retail,Enterprise,West,Standard,26,749,56.24,42123.76,32,36.6,2,17.5,7.6,0,1,3,0,0
M100889,eCommerce,Small,North,Plus,56,28,21.85,611.8,3,34.6,3,10.5,9.5,0,1,5,1,0
M100890,Food & Beverage,Small,North,Plus,17,42,107.44,4512.48,4,27.0,0,1.6,8.1,0,1,6,1,0
M100891,Health,Medium,North,Standard,57,228,49.41,11265.48,22,-9.5,4,18.1,6.9,2,1,5,1,0
M100892,Retail,Small,North,Standard,39,31,24.69,765.39,24,-0.6,1,7.8,5.9,0,2,5,0,0
M100893,Retail,Small,East,Plus,57,30,131.26,3937.8,22,12.3,5,33.0,7.5,0,0,6,0,0
M100894,eCommerce,Enterprise,East,Standard,37,1163,45.0,52335.0,22,-14.0,4,8.4,6.4,1,2,2,1,1
M100895,Travel,Medium,South,Plus,49,300,32.980000000000004,9894.0,3,-11.9,0,5.3,8.2,1,1,2,0,0
M100896,Retail,Small,North,Plus,29,39,59.04,2302.56,48,11.2,1,9.3,8.4,1,0,6,1,1
M100897,Retail,Small,East,Plus,28,71,26.34,1870.14,30,-27.0,1,15.1,8.4,0,0,2,1,1
M100898,Retail,Small,South,Premium,16,31,39.06,1210.86,4,27.0,2,23.7,8.0,0,1,7,1,0
M100899,Services,Small,West,Plus,13,43,100.69,4329.67,12,-5.8,5,13.7,8.5,1,2,4,1,1
M100900,Food & Beverage,Small,North,Plus,3,35,135.74,4750.9,12,14.9,2,14.3,4.9,1,0,1,1,1
M100901,Retail,Medium,South,Standard,23,270,45.61,12314.7,14,7.5,4,7.0,5.9,1,1,6,0,0
M100902,Retail,Medium,North,Plus,59,167,65.94,11011.98,10,30.6,1,6.6,5.1,1,1,4,1,0
M100903,Food & Beverage,Small,South,Premium,56,79,103.14,8148.06,6,-43.8,2,9.5,4.8,0,1,1,1,1
M100904,Health,Small,West,Premium,41,22,44.82,986.04,16,30.7,2,10.5,9.5,3,2,2,1,0
M100905,Services,Medium,South,Plus,22,401,32.2,12912.2,34,30.2,1,17.6,5.1,1,0,8,1,1
M100906,Food & Beverage,Medium,South,Standard,31,227,72.65,16491.55,10,9.2,1,37.8,3.9,0,2,4,1,1
M100907,Retail,Enterprise,South,Plus,45,1456,24.13,35133.28,19,14.5,1,6.8,7.2,1,0,3,1,0
M100908,Retail,Small,South,Premium,1,64,30.22,1934.08,14,16.1,2,17.5,5.5,0,1,5,0,1
M100909,Food & Beverage,Medium,East,Plus,55,297,21.51,6388.47,22,-16.8,2,26.8,9.9,1,1,2,1,1
M100910,eCommerce,Small,West,Plus,52,31,99.15,3073.65,13,4.2,5,29.6,5.7,1,1,4,0,1
M100911,Travel,Small,East,Plus,58,49,53.93,2642.57,9,22.6,4,9.2,7.9,0,1,5,1,0
M100912,Travel,Medium,East,Plus,6,423,74.13,31356.99,11,-36.3,2,25.0,5.1,2,0,8,1,0
M100913,Health,Small,South,Standard,56,29,31.35,909.15,33,13.4,4,8.0,4.5,0,0,3,0,1
M100914,Health,Small,North,Standard,37,84,64.53,5420.52,15,4.9,0,3.2,6.3,0,2,7,1,0
M100915,Health,Small,East,Plus,33,46,65.75,3024.5,15,16.8,2,13.0,5.8,1,0,4,0,0
M100916,Retail,Small,West,Premium,11,34,130.9,4450.6,32,-25.0,3,10.6,5.9,0,2,8,1,1
M100917,Retail,Small,East,Premium,30,29,70.73,2051.17,36,-13.4,0,28.5,3.6,1,3,1,0,1
M100918,Food & Beverage,Medium,North,Standard,22,203,82.13,16672.39,1,-27.7,2,3.9,7.6,1,2,2,1,0
M100919,Services,Small,East,Standard,59,20,56.28,1125.6,4,-28.0,0,10.7,6.5,2,1,4,1,0
M100920,Retail,Small,West,Standard,21,35,10.61,371.35,26,21.3,3,23.9,3.9,1,1,7,1,1
M100921,eCommerce,Medium,North,Premium,13,201,61.43,12347.43,16,-10.0,1,2.6,7.6,0,0,3,1,1
M100922,Services,Small,North,Plus,56,27,47.24,1275.48,36,-11.6,2,9.8,8.3,0,0,1,1,1
M100923,Services,Enterprise,East,Premium,12,1559,45.97,71667.23,3,27.0,1,21.1,8.5,0,1,2,1,0
M100924,Retail,Small,South,Standard,54,37,40.05,1481.85,18,-4.6,2,12.3,3.1,0,2,3,1,0
M100925,Retail,Medium,East,Plus,57,176,45.97,8090.72,23,24.2,1,11.1,5.9,0,1,4,1,0
M100926,Retail,Small,East,Plus,19,36,35.9,1292.4,12,-20.1,2,23.8,4.2,0,3,5,1,1
M100927,Travel,Medium,South,Standard,41,249,77.95,19409.55,25,-4.6,1,15.5,5.8,1,1,7,1,0
M100928,Services,Small,North,Premium,48,41,28.69,1176.29,26,-16.9,0,5.4,9.6,1,1,2,1,0
M100929,eCommerce,Enterprise,East,Plus,32,939,121.58,114163.62,14,15.1,0,32.0,4.8,0,0,7,1,1
M100930,Food & Beverage,Small,South,Standard,42,42,74.41,3125.22,13,-1.6,1,10.0,6.3,0,2,8,0,0
M100931,Food & Beverage,Medium,West,Standard,8,216,89.16,19258.56,28,19.1,0,3.0,6.1,1,0,3,0,1
M100932,Food & Beverage,Small,South,Premium,31,27,29.89,807.03,17,6.4,0,10.3,9.7,0,0,2,1,0
M100933,eCommerce,Small,North,Plus,31,36,38.49,1385.64,22,-39.8,1,10.6,3.4,0,1,8,1,0
M100934,eCommerce,Small,West,Plus,34,49,55.07,2698.43,17,-2.8,0,13.9,6.0,0,1,8,0,1
M100935,Retail,Small,East,Plus,56,49,52.18,2556.82,17,-30.8,2,18.1,5.3,0,1,2,0,1
M100936,Health,Small,East,Standard,49,37,74.51,2756.87,13,10.6,1,3.5,4.7,0,1,7,1,1
M100937,Retail,Medium,West,Plus,36,279,52.3,14591.7,23,15.2,4,13.0,8.7,1,2,7,1,0
M100938,Travel,Small,West,Premium,24,28,125.12,3503.36,8,17.5,3,17.9,3.8,1,2,3,1,0
M100939,Retail,Small,West,Standard,24,29,30.25,877.25,3,0.3,2,12.4,6.2,0,0,8,0,1
M100940,Retail,Small,West,Plus,2,37,26.81,991.97,15,-32.9,1,7.7,7.1,1,0,2,0,1
M100941,eCommerce,Small,South,Standard,33,68,37.46,2547.28,37,7.6,1,18.9,5.5,1,0,5,0,1
M100942,Retail,Small,North,Standard,15,42,46.02,1932.84,17,12.0,0,17.6,3.9,0,1,6,0,1
M100943,Food & Beverage,Medium,East,Standard,53,200,93.39,18678.0,12,-1.0,1,1.2,7.3,1,1,1,1,0
M100944,Food & Beverage,Small,West,Premium,46,69,63.58,4387.02,11,4.9,3,15.5,5.6,0,1,8,0,1
M100945,Retail,Enterprise,West,Standard,54,1085,11.7,12694.5,11,-38.5,2,16.2,8.1,0,2,8,1,0
M100946,eCommerce,Small,East,Standard,59,87,12.34,1073.58,1,4.5,2,10.6,7.9,0,1,4,0,0
M100947,Travel,Small,East,Plus,24,33,48.4,1597.2,33,0.6,0,11.1,10.0,0,1,4,1,0
M100948,Travel,Enterprise,East,Standard,26,842,40.92,34454.64,10,-23.7,3,12.3,7.2,1,0,3,0,1
M100949,Food & Beverage,Small,North,Plus,36,38,49.19,1869.22,15,14.6,2,15.9,7.7,1,1,2,0,1
M100950,Services,Small,North,Premium,26,37,46.04,1703.48,12,-7.9,3,10.3,6.5,3,0,8,1,1
M100951,Retail,Enterprise,North,Standard,17,904,115.27,104204.08,8,8.0,5,12.9,9.7,0,0,8,1,0
M100952,Retail,Enterprise,West,Standard,42,2983,85.86,256120.38,35,13.7,1,10.0,7.1,1,2,5,1,1
M100953,Retail,Medium,West,Premium,27,246,38.57,9488.22,6,10.2,2,16.1,6.6,0,3,4,1,0
M100954,Health,Small,South,Standard,56,47,51.76,2432.72,23,-26.5,2,17.4,7.6,1,0,6,1,0
M100955,Travel,Medium,South,Standard,13,187,43.96,8220.52,4,-5.5,1,27.1,5.2,0,0,4,1,0
M100956,eCommerce,Enterprise,South,Premium,27,980,15.11,14807.8,14,49.8,1,4.6,6.6,0,1,7,1,0
M100957,Services,Enterprise,North,Premium,32,1718,39.59,68015.62,31,33.7,1,2.3,8.3,0,3,5,1,0
M100958,Food & Beverage,Small,South,Plus,54,22,39.9,877.8,10,21.4,5,23.6,7.6,0,1,2,0,1
M100959,Services,Small,South,Plus,35,27,35.09,947.43,22,9.0,2,12.9,7.9,1,1,8,0,0
M100960,Services,Small,East,Premium,5,37,38.93,1440.41,10,-18.7,1,2.6,7.3,1,3,4,0,1
M100961,Food & Beverage,Small,West,Plus,20,64,44.44,2844.16,12,-0.6,3,12.2,7.4,0,0,5,0,1
M100962,Retail,Medium,North,Plus,53,193,66.4,12815.2,25,-6.3,1,22.5,8.0,0,0,6,1,1
M100963,Retail,Small,South,Premium,17,46,36.68,1687.28,22,1.1,2,9.1,5.4,0,1,8,1,1
M100964,Health,Small,West,Plus,21,40,100.92,4036.8,37,-28.8,1,13.0,7.0,1,1,4,0,1
M100965,Food & Beverage,Small,West,Plus,9,63,30.05,1893.15,10,24.0,0,5.5,2.7,0,1,2,0,0
M100966,Health,Small,West,Standard,43,23,91.73,2109.79,19,-56.1,0,3.8,8.6,1,1,1,1,1
M100967,Retail,Small,East,Plus,9,52,60.75,3159.0,16,21.9,0,19.0,5.4,0,2,5,1,1
M100968,Services,Small,North,Plus,22,37,25.5,943.5,20,22.3,2,8.4,6.0,0,0,4,1,0
M100969,Retail,Small,West,Standard,42,55,43.81,2409.55,30,54.2,2,10.3,6.9,0,0,5,1,0
M100970,Retail,Enterprise,East,Standard,53,901,117.64,105993.64,9,-2.5,1,11.5,8.0,0,1,7,1,0
M100971,Retail,Small,West,Plus,14,40,30.38,1215.2,19,-8.4,3,9.0,10.0,0,1,3,0,0
M100972,Retail,Small,West,Standard,20,39,119.45,4658.55,34,5.6,1,48.0,2.7,0,1,6,1,1
M100973,Travel,Small,South,Standard,7,28,67.41,1887.48,16,15.3,0,17.3,5.4,0,3,2,1,1
M100974,Food & Beverage,Small,North,Standard,26,26,61.31,1594.06,25,1.0,3,6.3,7.7,0,0,6,1,0
M100975,Services,Small,East,Standard,59,33,65.3,2154.9,2,-23.0,3,23.8,5.2,1,1,1,1,1
M100976,Food & Beverage,Small,South,Plus,18,42,43.19,1813.98,16,15.3,1,13.3,8.3,0,1,2,1,1
M100977,Food & Beverage,Small,North,Standard,16,31,31.13,965.03,11,3.0,5,19.2,6.4,2,3,3,0,1
M100978,Services,Small,South,Standard,24,36,53.05,1909.8,22,-19.2,1,10.1,8.5,2,2,2,1,1
M100979,Retail,Medium,West,Plus,53,114,62.53,7128.42,19,-32.7,5,13.8,6.5,1,2,6,0,0
M100980,Health,Small,South,Standard,33,35,69.09,2418.15,8,57.3,2,22.6,7.3,1,2,4,0,0
M100981,eCommerce,Small,South,Standard,36,57,67.63,3854.91,4,21.3,1,4.9,5.8,1,1,3,1,0
M100982,eCommerce,Medium,East,Plus,47,282,77.09,21739.38,49,15.3,0,23.4,9.5,0,2,3,0,0
M100983,Food & Beverage,Small,East,Plus,43,39,144.31,5628.09,20,0.5,6,18.2,4.0,0,0,6,1,1
M100984,Retail,Small,South,Plus,36,44,59.67,2625.48,20,18.2,2,4.9,6.2,1,1,5,1,0
M100985,Travel,Small,West,Premium,34,30,98.09,2942.7,9,-20.2,2,4.3,5.1,2,0,8,1,1
M100986,Food & Beverage,Small,East,Premium,32,71,70.46,5002.66,12,7.4,2,8.0,8.5,0,2,5,0,1
M100987,Retail,Small,North,Standard,11,82,152.69,12520.58,35,8.3,2,8.8,8.0,0,2,6,1,1
M100988,Food & Beverage,Enterprise,South,Plus,25,1271,55.06,69981.26,16,-19.6,2,4.4,5.4,1,0,8,0,1
M100989,eCommerce,Enterprise,West,Plus,50,2971,51.8,153897.8,35,0.7,6,21.5,8.1,1,1,7,1,0
M100990,Services,Enterprise,North,Standard,3,946,94.79,89671.34,20,-6.1,2,18.4,5.6,0,0,7,0,1
M100991,eCommerce,Small,North,Premium,49,26,94.85,2466.1,30,-13.8,1,16.6,7.4,1,0,5,1,1
M100992,eCommerce,Small,East,Standard,34,31,45.18,1400.58,2,-8.9,1,20.0,7.6,0,1,7,0,0
M100993,Retail,Small,South,Premium,21,37,69.09,2556.33,8,-34.6,1,8.0,6.8,1,2,8,1,0
M100994,Travel,Small,South,Plus,7,90,77.51,6975.9,16,26.4,0,12.8,8.4,0,4,1,1,0
M100995,Food & Beverage,Small,South,Plus,46,36,75.18,2706.48,13,37.4,3,22.3,6.3,0,0,7,1,1
M100996,Services,Small,North,Standard,1,30,65.36,1960.8,22,-17.4,0,14.4,7.4,1,1,1,1,1
M100997,Retail,Small,South,Premium,33,29,18.619999999999997,539.98,4,27.4,1,13.1,6.5,0,2,3,1,1
M100998,Health,Small,North,Plus,10,60,75.77,4546.2,4,2.3,1,25.2,3.4,0,0,7,0,0
M100999,Food & Beverage,Small,East,Standard,54,57,77.66,4426.62,21,2.8,0,7.4,7.0,1,1,6,1,1
M101000,Retail,Medium,East,Standard,11,186,66.78,12421.08,29,-25.5,2,9.8,5.7,0,1,5,1,0
M101001,Food & Beverage,Small,West,Plus,48,21,42.48,892.08,12,-9.3,3,14.6,9.1,2,1,6,0,0
